Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,Delivery_Time,Distance_km
KNPRES11DEL03,29,4.6,0,3,12,20.88733123
KNPRES11DEL01,32,4,0,2,44,10.4450833
CHENRES19DEL01,34,4.9,2,3,28,6.209976451
INDORES02DEL03,35,5,1,3,21,13.61583346
PUNERES18DEL03,25,4.9,1,2,26,9.1914973
INDORES16DEL01,24,4.8,2,3,29,6.050103074
GOARES05DEL02,30,4.6,1,2,46,12.58026782
GOARES16DEL01,34,4.8,3,3,19,1.544189395
INDORES16DEL02,39,4.8,2,1,32,7.562501498
COIMBRES010DEL03,37,4.8,3,2,30,14.02226886
INDORES18DEL02,27,5,0,2,15,7.562267472
BANGRES17DEL03,26,4.1,0,3,36,13.97213114
VADRES07DEL02,29,4.6,3,2,50,20.44292976
KOCRES01DEL02,20,5,1,3,18,7.803119707
RANCHIRES07DEL03,31,4.2,2,2,34,9.055848504
LUDHRES19DEL01,24,4.7,2,3,28,5.860170424
JAPRES14DEL03,32,4.9,0,2,49,13.40723859
RANCHIRES04DEL03,23,4.8,2,2,13,4.52816458
BANGRES17DEL01,34,4.9,3,2,35,17.07671298
PUNERES01DEL01,31,4.7,3,2,28,6.128249798
RANCHIRES16DEL02,38,4.7,1,1,22,19.61782456
PUNERES09DEL01,22,4.8,3,1,13,10.72496076
INDORES11DEL01,38,4.8,1,2,26,1.512568617
INDORES16DEL01,35,4.6,1,3,25,6.050103074
VADRES03DEL02,35,3.5,1,3,36,12.11655916
INDORES15DEL02,32,4.4,0,2,24,3.024996344
JAPRES06DEL01,33,4,3,3,34,5.958808071
JAPRES16DEL02,33,4.1,1,2,44,19.36744053
HYDRES02DEL01,30,4.9,3,1,20,10.7574997
VADRES11DEL01,22,4.6,0,3,29,16.6600972
MUMRES06DEL03,38,4.3,2,1,31,4.589965403
KOLRES08DEL03,22,5,3,2,38,13.62102678
BHPRES12DEL02,29,4.6,1,2,15,20.44292976
SURRES06DEL02,22,4.8,2,2,32,19.76017824
VADRES07DEL03,35,4.7,3,1,31,4.717601092
CHENRES07DEL03,28,4.9,3,2,19,4.656649028
PUNERES13DEL03,26,4.5,2,2,20,9.192290417
MUMRES010DEL01,26,4.9,1,2,42,10.71090336
KNPRES17DEL02,30,5,3,3,19,2.984505366
COIMBRES01DEL02,30,5,1,2,21,3.116172922
HYDRES08DEL02,35,4.8,0,3,16,7.683608397
HYDRES12DEL03,37,4.9,3,1,19,9.220418695
JAPRES18DEL02,25,4.9,3,3,16,2.979496956
SURRES010DEL02,25,4.1,3,2,35,12.16160545
INDORES20DEL01,36,4.8,3,2,11,1.51266532
RANCHIRES07DEL01,33,4,0,2,35,10.5649741
SURRES15DEL03,35,4.6,0,3,16,9.121794089
PUNERES18DEL02,29,4,3,2,38,7.65968772
JAPRES15DEL03,35,4.2,1,2,40,13.40709269
MYSRES14DEL01,30,4.9,0,3,29,17.29786575
GOARES12DEL03,36,4.6,0,2,22,3460.80787
JAPRES16DEL03,29,4.6,1,2,27,20.85683372
PUNERES04DEL02,29,4.6,3,2,34,12.25768789
ALHRES01DEL01,22,3.7,0,2,47,5.992164713
JAPRES09DEL01,29,4.6,3,3,24,1.489792977
JAPRES04DEL02,30,4.3,1,2,36,19.36342948
AGRRES010DEL02,20,4.6,3,2,19,7.440983365
KNPRES03DEL03,24,4.2,1,3,40,13.42918349
AURGRES08DEL02,33,4.1,1,1,31,7.631500138
INDORES01DEL01,29,4.8,0,3,28,16.63859018
JAPRES20DEL01,39,4.6,3,2,27,5.957766073
MUMRES20DEL01,39,4.1,3,2,21,1.529825359
HYDRES06DEL02,34,4.1,0,2,25,3.073422259
RANCHIRES04DEL02,36,4.9,0,2,19,7.546680469
CHENRES15DEL01,29,4.9,3,2,23,6.209485129
JAPRES13DEL02,38,4.5,0,2,27,19.36770197
HYDRES08DEL02,39,4.5,2,2,28,3.073563963
CHENRES08DEL03,37,4.9,3,2,12,9.314115495
SURRES010DEL02,29,4.5,3,2,20,7.60136267
CHENRES010DEL01,37,4.2,3,3,33,10.86540915
BANGRES12DEL01,31,4.8,3,2,29,17.07782102
SURRES07DEL03,36,4.5,0,3,24,13.68160172
BANGRES01DEL02,20,4.7,0,1,15,3.105369976
GOARES06DEL01,23,4.7,0,2,16,1.543962384
BANGRES01DEL01,29,4.8,3,2,11,1.552700158
JAPRES20DEL01,27,4.8,2,2,16,5.957766073
BANGRES16DEL01,31,4.8,2,2,23,10.86621515
HYDRES17DEL02,29,4.6,2,1,29,19.97456847
CHENRES12DEL03,26,4.8,0,2,21,13.97212398
RANCHIRES15DEL03,20,4.3,0,2,31,13.58258356
BANGRES05DEL02,27,4.7,2,2,20,7.762633866
HYDRES16DEL02,27,4.6,3,2,41,19.97515258
COIMBRES010DEL01,33,3.8,3,3,35,17.13804144
INDORES010DEL02,25,4.8,2,2,16,7.562364213
MYSRES03DEL03,20,4.9,0,2,13,13.99015118
MUMRES03DEL01,27,4.3,1,2,40,16.81985661
BANGRES11DEL02,29,4.6,3,1,21,17337.66826
PUNERES02DEL01,28,4.9,3,2,19,1.532201594
SURRES08DEL02,26,4.6,3,3,19,7.601308046
BANGRES05DEL02,29,4.6,1,2,22,12.41984815
HYDRES18DEL01,30,4.7,1,2,29,10.75641555
MUMRES01DEL02,21,4.7,1,2,11,12.23656154
MYSRES01DEL02,35,4.8,0,2,48,12.43553817
AGRRES04DEL02,34,4.9,1,1,18,19.34098355
JAPRES03DEL02,39,4.2,1,1,32,2.979502851
PUNERES12DEL03,29,4.8,0,3,28,9.19337304
INDORES20DEL03,27,5,2,2,10,13.61215469
MUMRES19DEL01,35,4.7,1,3,15,16.82433182
CHENRES11DEL01,39,4.3,0,3,42,10.8654646
DEHRES010DEL01,20,4,2,2,32,10.28057282
SURRES07DEL03,24,4.5,3,3,26,13.68160172
PUNERES17DEL03,38,4.5,0,2,30,9.193093963
MYSRES07DEL03,31,4.7,1,2,24,4.663419307
HYDRES08DEL01,20,4.7,0,1,11,16.90260949
CHENRES15DEL02,36,4.8,1,2,36,12.41848033
VADRES07DEL02,37,4.6,2,2,23,12.58026782
HYDRES15DEL02,24,4.2,3,1,31,19.97416307
CHENRES14DEL03,26,4.7,1,3,29,4.657159782
VADRES18DEL02,25,4.6,0,3,19,3.145067435
GOARES20DEL03,31,4.9,3,1,17,4.717601092
CHENRES02DEL02,29,4.6,1,2,23,3.104435397
RANCHIRES02DEL02,25,4.8,2,3,15,3.145067435
DEHRES02DEL01,39,4.9,2,2,28,11.00773476
AURGRES13DEL02,25,4.4,1,2,38,12.20971787
LUDHRES02DEL01,31,4.8,3,3,10,1.572533729
SURRES04DEL02,26,4.8,3,2,24,12.16151225
INDORES07DEL01,31,4.9,3,2,30,6.050551152
SURRES16DEL03,30,4.8,3,2,45,13.68204819
CHENRES19DEL01,24,4.7,2,3,15,10.8671383
RANCHIRES09DEL01,21,4.6,2,3,23,10.56527857
MYSRES15DEL01,23,4.9,0,2,13,1.554424976
PUNERES12DEL03,24,4.5,2,1,24,13.78948536
SURRES18DEL01,22,4.5,2,3,14,16.72253447
BANGRES11DEL02,23,4.5,2,3,14,3.105363416
COIMBRES010DEL02,28,4.8,1,2,43,12.46442267
MUMRES12DEL01,30,4.6,2,1,18,1.529370587
MUMRES08DEL01,39,4.7,0,2,25,1.529988448
PUNERES13DEL02,38,4.5,1,3,32,19.91468854
INDORES13DEL01,29,4.9,2,2,20,16.63579806
VADRES01DEL02,23,4.9,2,3,20,12.11704437
RANCHIRES19DEL03,24,4.9,1,3,11,4.528570754
MUMRES06DEL01,31,4.4,3,2,33,6.119866712
KOLRES19DEL01,29,4.1,2,2,23,1.513593368
JAPRES15DEL02,26,4.6,3,2,29,19.36427713
INDORES15DEL03,29,4.6,3,1,27,13.61087758
AURGRES15DEL03,37,4.7,3,2,27,4.579014167
INDORES010DEL02,20,4.3,3,2,35,12.09917099
KOLRES17DEL01,28,4.6,3,2,32,6.053660658
CHENRES01DEL02,21,4.9,2,3,26,7.762092915
PUNERES11DEL01,25,4.7,0,2,23,10.72504264
MUMRES14DEL01,29,4.6,3,2,33,1.529484176
VADRES18DEL02,30,4.9,1,3,29,7.862668167
BANGRES11DEL01,33,4.8,1,3,27,1.55269688
MUMRES08DEL03,37,4.7,2,3,23,4.589834614
BANGRES02DEL01,23,4.8,0,2,23,10.86747614
VADRES05DEL01,33,3.6,0,2,38,16.65996319
MUMRES12DEL01,38,4.7,2,3,23,1.529370587
RANCHIRES16DEL03,27,4.7,2,3,19,4.527973054
JAPRES03DEL01,37,4.7,0,3,36,16.38436681
COIMBRES17DEL02,25,5,3,2,16,7.790109179
MUMRES18DEL01,33,4.9,3,2,48,10.70767503
AURGRES02DEL01,30,4,0,3,41,17.29786575
SURRES16DEL01,25,4.6,3,2,26,10.64192837
RANCHIRES16DEL03,35,4.6,0,2,15,4.527973054
BANGRES18DEL03,32,4.2,0,2,39,13.97376092
CHENRES14DEL02,37,4.7,2,2,26,12.4184805
CHENRES01DEL01,39,4.9,0,3,16,6.209735434
SURRES03DEL01,29,4.6,2,2,27,6.080882968
DEHRES18DEL03,26,4.9,2,2,36,4.717601092
RANCHIRES11DEL02,29,4.6,1,2,25,3.018826787
VADRES010DEL02,32,3.8,3,3,34,12.11694692
PUNERES17DEL02,25,4.7,0,3,17,3.064534658
BANGRES07DEL03,29,4.8,1,2,22,9.314920532
INDORES05DEL03,24,5,2,3,34,9.07538736
PUNERES19DEL01,28,4.8,2,2,20,6.128419378
PUNERES19DEL02,34,4.9,1,1,15,7.660316912
BANGRES11DEL01,20,4.5,2,3,10,1.55269688
MYSRES12DEL01,39,4.6,0,3,27,10.88173132
COIMBRES11DEL02,38,4.7,1,2,24,12.46436946
KOCRES18DEL03,32,4.7,0,3,28,14.04566216
MYSRES05DEL01,39,4.7,0,3,21,1.554506379
CHENRES15DEL01,35,4.3,2,2,42,17.0749043
AGRRES11DEL02,34,4.9,3,3,19,7.440983365
PUNERES18DEL03,20,4.8,1,2,14,9.1914973
JAPRES06DEL01,27,4.6,2,3,15,16.38446704
COIMBRES06DEL01,29,4.6,3,1,37,6.232189891
JAPRES03DEL03,23,4.9,2,2,42,20.85159874
DEHRES12DEL01,39,4.8,2,1,27,6.290134678
MYSRES20DEL01,34,4.3,0,2,39,10.88065083
JAPRES08DEL01,22,5,2,3,36,16.38457428
SURRES02DEL03,21,4.8,0,3,18,4.560738019
MYSRES06DEL01,31,4.9,1,3,15,1.554506333
PUNERES14DEL01,37,5,0,2,47,16.85352491
RANCHIRES12DEL01,27,4.8,0,2,15,6.290134678
JAPRES13DEL02,31,4.4,0,2,37,11.91975599
HYDRES09DEL02,23,4.6,3,3,17,12.29350267
BANGRES02DEL03,33,4.7,1,2,30,4.657672651
BANGRES08DEL03,33,4.7,0,3,26,4.658255524
BANGRES03DEL01,20,4.1,3,1,36,10.86728524
INDORES02DEL02,29,4.6,0,1,32,19.66599261
COIMBRES01DEL01,36,4.8,3,2,23,1.558099462
MUMRES20DEL01,21,4.5,0,3,29,10.70786013
AGRRES08DEL01,37,4.9,3,2,49,5.952960451
INDORES05DEL01,35,4.9,1,3,30,6.050461888
MUMRES07DEL01,29,4.8,3,2,28,10.70822067
JAPRES12DEL03,30,4.3,0,2,49,8.938177477
PUNERES15DEL03,27,4.3,1,2,22,4.595393826
CHENRES08DEL01,24,4.5,2,3,30,6.209532714
VADRES14DEL02,26,4.8,1,3,22,3.029524634
BANGRES14DEL02,37,4.6,3,2,26,12.42034512
PUNERES06DEL02,36,4.9,0,1,26,7.660692882
BANGRES06DEL01,33,3.8,0,3,38,17.0764925
INDORES12DEL02,21,5,2,2,35,12.0992517
BHPRES08DEL01,39,4.3,0,2,39,10.56959081
PUNERES03DEL01,22,4.7,1,3,26,16.85173807
HYDRES07DEL01,36,4.2,3,2,32,6.147194519
JAPRES03DEL03,34,5,1,1,16,4.469166523
CHENRES17DEL01,34,4.4,2,2,40,10.86586609
MUMRES04DEL03,30,4.6,0,2,27,9.174316774
SURRES01DEL02,30,4.8,3,2,21,3.04054151
PUNERES01DEL03,20,4.7,2,2,28,9.192119121
MYSRES19DEL01,36,4.2,2,2,29,1.554477282
RANCHIRES02DEL02,36,4.1,0,2,31,7.862668167
MUMRES01DEL02,32,4.8,3,2,18,12.23656154
CHENRES15DEL01,32,4.9,1,2,51,10.86627754
HYDRES06DEL01,27,4.8,1,1,18,16.90182827
RANCHIRES20DEL01,20,4.6,3,2,20,1.509230791
PUNERES04DEL03,29,4.8,2,2,26,9.193520994
KOCRES12DEL01,33,4.9,0,2,28,6.242456811
SURRES15DEL02,28,4.5,3,3,23,12.16200901
VADRES01DEL02,39,4.9,3,3,15,19.68856591
VADRES09DEL03,26,4.8,3,2,29,9.435201537
SURRES09DEL01,21,4.5,3,2,17,1.520344728
VADRES05DEL02,28,4.5,2,3,15,19.68839456
SURRES04DEL02,26,4.9,3,1,18,12.16151225
MYSRES08DEL03,29,4.6,0,2,13,9.327055825
MYSRES06DEL03,36,4.7,1,3,29,13.98951205
PUNERES03DEL02,35,5,1,2,33,7.660520124
BHPRES02DEL03,26,4.8,1,2,15,9.435201537
PUNERES09DEL02,32,3.5,3,2,36,12.25692775
COIMBRES11DEL03,28,4.9,3,2,37,14.02229828
JAPRES06DEL01,34,4.6,2,3,34,5.958808071
COIMBRES15DEL03,21,4.8,1,2,23,9.348356419
ALHRES17DEL02,24,4.6,0,2,28,7.490130248
JAPRES05DEL01,25,4.5,2,2,27,16.38489469
PUNERES13DEL02,28,4.1,2,2,37,19.91468854
INDORES05DEL02,32,3.9,1,3,38,19.6610196
MUMRES14DEL02,30,4.8,3,2,50,19.87987068
RANCHIRES14DEL03,20,4.8,2,2,29,4.717601092
COIMBRES06DEL02,27,4.8,3,2,24,3.116147019
LUDHRES16DEL01,28,4,3,2,32,10.25493665
COIMBRES19DEL01,22,4.7,1,3,23,6.232179268
JAPRES15DEL03,31,4.1,1,1,42,20.85342649
BANGRES12DEL03,23,4.6,2,3,17,9.315632087
RANCHIRES11DEL03,37,4.8,2,2,29,4.528162066
PUNERES01DEL01,21,4.9,1,2,23,1.532126285
BHPRES11DEL01,29,4.9,3,3,43,16.60817542
HYDRES12DEL02,20,4.8,2,3,27,3.073633662
JAPRES15DEL02,35,4.7,3,3,24,7.448970152
HYDRES05DEL01,33,4.4,0,2,33,6.147038744
BANGRES08DEL01,34,4.8,3,3,27,1.55278213
CHENRES17DEL02,22,4.3,2,2,26,3.104686367
MUMRES12DEL03,38,4.7,1,2,21,4.587980158
PUNERES18DEL03,28,5,1,3,21,4.595940524
RANCHIRES05DEL01,33,4.8,0,2,46,10.56512885
DEHRES04DEL01,23,4.8,2,2,17,1.468765167
HYDRES19DEL03,27,4.8,3,3,15,4.610035602
MYSRES05DEL03,20,4.8,3,1,28,9.32660324
KOLRES03DEL01,27,4.7,1,3,16,10.59489282
MUMRES13DEL02,30,4.8,0,2,20,3.058950642
JAPRES04DEL02,31,5,1,3,17,19.36342948
BANGRES18DEL03,20,5,2,1,21,4.658193608
MUMRES18DEL02,33,3.6,3,1,37,19.88397433
SURRES16DEL02,38,4.6,2,2,26,3.040790211
KOCRES010DEL02,36,5,1,2,30,20.28513652
KOCRES13DEL01,27,5,3,2,24,1.560642082
COIMBRES02DEL03,26,4.8,1,3,18,14.02181201
MYSRES15DEL03,34,5,2,2,30,4.663187802
BANGRES05DEL02,35,4.9,3,2,17,7.762633866
AURGRES04DEL03,28,4.9,0,2,26,13.73589774
MYSRES09DEL01,32,4.7,1,2,28,6.217860689
PUNERES06DEL02,35,4.7,2,2,25,12.25659775
BHPRES04DEL01,32,4.6,1,3,28,16.61092649
SURRES19DEL03,36,4.6,1,2,26,9.12210554
SURRES17DEL03,31,4.7,1,2,19,4.561269432
SURRES06DEL02,25,4.7,3,2,19,19.76017824
HYDRES06DEL03,39,4,2,3,31,9.219783818
MYSRES08DEL03,31,4.9,2,2,28,9.327055825
MYSRES15DEL02,25,4.5,2,3,10,7.771834302
BANGRES14DEL01,38,4.9,1,3,37,17.07747121
RANCHIRES09DEL01,29,4.6,3,3,15,1.509481764
VADRES02DEL01,23,4.4,3,1,33,17.29786575
SURRES09DEL02,20,4.8,2,3,17,3.040641622
VADRES14DEL03,22,4,2,2,29,4.544211841
CHENRES03DEL03,28,4.7,0,3,19,9.312838467
MUMRES03DEL02,35,5,0,3,23,19.8774396
KOCRES18DEL01,25,4.6,0,2,24,17.16665964
MUMRES16DEL02,34,4.1,3,3,35,19.88336063
PUNERES17DEL03,29,4.7,0,2,23,13.78906644
MUMRES16DEL03,27,4.7,3,3,17,4.589124571
RANCHIRES12DEL03,31,3.2,1,2,33,14.15280069
VADRES01DEL03,23,4.9,0,2,29,4.544267483
HYDRES14DEL01,36,4.9,1,3,27,6.147160559
BANGRES06DEL01,23,4.8,3,1,16,6.210061176
PUNERES08DEL03,33,4.6,2,1,30,9.193014472
DEHRES01DEL01,23,4.1,1,2,48,6.290134678
VADRES01DEL03,24,5,2,3,19,13.6314492
BHPRES06DEL02,38,4.9,2,2,28,19.62722606
CHENRES16DEL01,37,5,1,3,19,17.07411611
SURRES11DEL03,24,4.7,1,2,25,4.561152341
RANCHIRES04DEL01,35,5,1,1,11,1.509440262
PUNERES02DEL03,23,4.6,0,2,14,4.596477247
SURRES02DEL01,21,4.5,0,3,15,10.64105131
BANGRES15DEL02,38,3.7,2,1,39,20.18105914
SURRES15DEL02,21,4.6,1,2,22,12.16200901
SURRES13DEL03,24,5,1,2,17,9.121519226
CHENRES010DEL01,31,4.8,0,2,42,17.07353769
CHENRES06DEL02,31,4,0,3,33,12.41779235
HYDRES15DEL02,36,4.4,3,1,34,7.683177078
HYDRES04DEL02,37,4.6,2,2,48,12.29416638
MUMRES08DEL02,34,4.9,3,2,29,3.059933327
MUMRES01DEL02,23,4.6,2,2,16,7.648179253
INDORES19DEL03,21,4.3,3,2,31,13.61154439
MUMRES06DEL02,27,4.6,2,2,16,7.649724402
BANGRES06DEL03,24,4.6,2,3,39,13.97195088
MYSRES010DEL01,37,4.8,1,2,19,10.88099159
BANGRES04DEL02,26,4.6,1,2,27,7.762480219
JAPRES05DEL01,30,4.9,1,1,36,16.38489469
HYDRES16DEL01,33,4.9,3,3,28,16.90249593
AURGRES17DEL01,33,4.6,0,2,40,10.68376518
COIMBRES18DEL02,29,4.6,2,1,24,17174.35755
PUNERES010DEL03,26,4.8,2,2,17,4.596632042
RANCHIRES14DEL03,50,6,0,0,39,4.717601092
MYSRES08DEL01,37,4.6,0,2,26,17.09880422
CHENRES15DEL01,37,4.6,1,3,15,6.209485129
VADRES09DEL02,30,4.8,2,2,21,12.58026782
INDORES09DEL02,29,4.6,0,1,15,7.562980272
SURRES07DEL02,39,4.2,0,2,34,7.601368938
MYSRES11DEL02,27,4.8,0,2,19,12.43525602
JAPRES02DEL03,34,4.2,0,2,31,8.937783116
SURRES11DEL02,39,4.9,1,3,29,19.76188004
MUMRES01DEL02,25,4,3,2,32,7.648179253
BANGRES03DEL01,20,4.6,3,1,20,10.86728524
BANGRES05DEL01,30,4.6,1,2,31,6.210168036
MYSRES15DEL03,36,4.4,1,3,33,9.326113871
PUNERES14DEL01,31,4.9,0,3,10,1.532351136
MYSRES08DEL01,20,4.7,1,1,24,17.09880422
MUMRES01DEL01,37,4.5,2,3,29,16.8245491
KNPRES03DEL03,31,4.8,3,2,29,4.476914565
JAPRES11DEL01,29,4.1,3,2,43,5.959018324
CHENRES11DEL01,31,4.7,1,2,44,6.209021102
COIMBRES01DEL03,36,4.6,2,3,28,14.02195709
JAPRES11DEL01,29,4.6,2,2,28,5.959018324
PUNERES07DEL02,35,4.7,2,2,19,12.25657429
BANGRES01DEL01,24,4.9,2,3,12,10.86826312
BANGRES010DEL02,29,4.6,0,3,25,20.18272811
SURRES17DEL03,23,4.9,0,2,23,13.6825163
AURGRES01DEL03,21,5,1,2,18,4.579038717
MUMRES01DEL03,30,4.7,3,2,15,4.589038751
BANGRES18DEL02,36,3.6,2,3,44,12.42124244
MUMRES08DEL01,20,4.8,3,3,32,10.70900337
COIMBRES13DEL03,37,4.7,3,1,27,4.674318854
DEHRES06DEL03,20,4.9,1,2,41,13.21539125
JAPRES16DEL01,36,4.7,0,3,28,1.490153881
AGRRES13DEL03,33,4.2,0,3,33,4.464828881
MYSRES08DEL01,35,4.5,1,3,39,10.88146366
MYSRES12DEL01,36,5,3,2,17,1.554619811
MYSRES18DEL02,31,4.7,3,2,28,7.772039545
VADRES010DEL02,24,4.8,0,2,21,7.573467822
HYDRES13DEL01,31,4.1,3,2,35,16.90290998
JAPRES010DEL01,23,5,2,3,29,16.38385607
SURRES09DEL01,24,4.6,0,2,25,6.081091814
MYSRES18DEL03,36,4.9,1,2,24,4.663310852
BANGRES14DEL01,30,4.7,0,2,29,1.552649631
BANGRES13DEL02,39,4.5,1,3,22,3.105355545
MYSRES14DEL03,37,4.9,0,2,22,14.15280069
JAPRES01DEL02,28,4.7,1,3,23,7.448560816
BHPRES010DEL01,38,4.6,2,2,38,16.60628778
SURRES01DEL02,20,4.9,1,3,22,12.16101622
RANCHIRES19DEL02,32,4.8,2,2,24,19.6204193
INDORES20DEL01,29,4.6,0,2,23,10.5875882
PUNERES04DEL03,38,4.6,3,2,29,4.596951629
SURRES010DEL02,29,4.5,0,2,26,7.60136267
INDORES09DEL03,21,4.9,0,2,27,9.075423574
RANCHIRES16DEL01,33,4.7,2,2,25,6.037193175
HYDRES09DEL01,29,4.6,2,3,27,6.147073151
VADRES19DEL01,24,4.7,0,2,14,10.60245094
KNPRES20DEL01,22,4.4,3,2,25,1.492356826
MUMRES010DEL01,29,4.6,2,2,24,1.530259489
BANGRES010DEL03,22,4.7,3,2,39,4.658009301
RANCHIRES08DEL02,28,4.7,1,2,19,12.07428195
SURRES07DEL02,37,4.9,1,3,25,19.76106633
COIMBRES18DEL03,39,4.1,1,1,33,4.674184358
INDORES09DEL03,38,4.8,3,2,20,4.537940846
PUNERES02DEL01,34,4,0,3,37,10.72451775
LUDHRES16DEL01,25,4,0,3,33,16.11346982
DEHRES02DEL03,29,4.6,0,3,34,9.435201537
MUMRES11DEL01,21,4.6,0,2,26,1.530299781
COIMBRES010DEL02,21,4.9,3,2,14,12.46442267
COIMBRES19DEL03,24,4.8,3,3,28,4.674173522
PUNERES010DEL02,38,4.9,2,3,27,7.660840812
CHENRES14DEL01,31,4.2,2,2,43,6.209485214
RANCHIRES19DEL01,31,4.7,0,2,25,10.56593617
JAPRES06DEL03,25,4.6,1,3,18,4.469193825
COIMBRES04DEL03,26,4.9,3,3,18,4.67415368
SURRES18DEL03,23,4.7,0,3,21,9.122100806
RANCHIRES16DEL03,39,3.8,2,3,39,13.58251101
KOCRES010DEL01,30,4.8,3,3,16,6.242010015
HYDRES010DEL03,33,4.8,2,2,29,4.610405795
PUNERES09DEL02,29,4.9,3,2,23,3.064487106
BANGRES15DEL03,30,4.5,1,3,25,9.314976789
VADRES18DEL01,25,4.7,2,2,12,1.572533729
JAPRES16DEL02,35,4.7,0,2,24,19.36744053
MUMRES04DEL01,26,5,2,2,32,6.116387229
VADRES15DEL03,21,5,2,2,20,9.435201537
MUMRES18DEL01,27,4.9,2,3,12,1.529798953
INDORES02DEL03,23,4.9,0,2,26,13.61583346
RANCHIRES02DEL01,20,4.6,3,2,20,6.290134678
RANCHIRES19DEL01,29,4.5,2,2,17,6.037990253
MYSRES02DEL03,23,4.6,3,2,32,13.99001951
SURRES02DEL02,20,5,0,3,10,3.040539883
RANCHIRES09DEL02,29,4.6,1,2,27,12.07439553
MUMRES13DEL03,20,4.7,3,3,34,4.588360239
INDORES16DEL01,21,4.6,1,2,20,6.050103074
COIMBRES04DEL02,36,4.4,1,2,31,7.790125828
KOCRES13DEL02,31,4.3,2,2,33,3.121260512
SURRES16DEL01,32,4.7,2,3,21,16.72197605
RANCHIRES12DEL02,39,3.6,1,2,36,20.44292976
PUNERES05DEL03,38,4.1,2,3,38,13.78858157
RANCHIRES20DEL03,33,4.2,1,2,21,4.527535939
COIMBRES06DEL01,20,4.7,0,2,10,1.558086516
HYDRES08DEL03,31,4.7,1,2,16,4.610285666
GOARES04DEL01,24,4.9,0,3,31,16.98127335
HYDRES03DEL01,35,4.6,0,2,18,10.75720471
RANCHIRES19DEL02,27,4.3,0,3,37,19.6204193
CHENRES05DEL01,24,5,1,2,15,10.86558413
PUNERES09DEL01,36,4.1,1,3,32,6.128804224
BANGRES08DEL02,31,4.6,1,3,19,7.763607608
SURRES11DEL02,29,4.7,3,3,24,7.601681385
KNPRES010DEL03,34,4.9,0,2,19,20.88710746
PUNERES16DEL02,20,4.7,2,2,15,7.660895664
JAPRES09DEL01,35,4.9,0,3,28,10.42732189
INDORES04DEL01,37,4.7,1,2,46,6.049919555
JAPRES13DEL01,21,4.7,1,2,19,16.38869935
MYSRES09DEL02,23,4.6,3,2,36,12.43525674
LUDHRES17DEL01,37,4.8,3,2,19,5.860416838
SURRES13DEL02,20,4.7,1,3,15,19.76111007
JAPRES06DEL02,37,4,0,2,31,19.36269867
INDORES20DEL01,26,4.7,2,2,45,16.63651695
CHENRES08DEL02,38,4,0,2,34,12.41857564
VADRES11DEL01,23,4.7,0,3,23,10.60258238
RANCHIRES16DEL02,20,4.8,1,2,32,12.07355189
MUMRES20DEL01,37,4.5,3,2,21,16.82567455
SURRES07DEL02,34,4.9,0,2,27,7.601368938
MYSRES07DEL01,28,4.1,1,3,35,17.09792544
RANCHIRES04DEL02,24,4.9,3,3,25,19.61865601
HYDRES06DEL03,34,4,2,2,49,9.219783818
COIMBRES04DEL01,22,4.4,1,2,35,17.13741471
BANGRES04DEL01,33,4.7,1,2,24,1.552556984
DEHRES08DEL02,28,4.7,1,2,21,11.74735128
COIMBRES11DEL01,37,4.8,0,1,30,6.23239305
MYSRES01DEL01,31,4.8,3,2,28,17.09838536
INDORES01DEL03,29,5,2,2,15,13.61385033
COIMBRES06DEL01,39,4.6,3,2,34,6.232189891
MUMRES010DEL02,27,4.3,3,3,31,19.8899783
VADRES03DEL02,29,4.7,0,2,21,7.573225613
HYDRES18DEL03,39,4.6,3,2,31,9.219905582
KOLRES16DEL01,39,4.8,2,3,26,10.59444475
COIMBRES15DEL02,35,4.8,2,2,34,3.116222885
MYSRES02DEL02,29,4.8,3,3,23,7.7725232
MYSRES010DEL03,25,4.7,3,1,10,9.326651352
MUMRES03DEL01,22,4.9,1,2,21,10.70416127
INDORES01DEL02,23,4.6,3,2,19,19.66312592
MUMRES18DEL03,34,4.4,0,2,29,4.589265861
SURRES06DEL03,20,4.5,1,3,11,9.121089775
JAPRES15DEL02,20,4.7,0,3,20,19.36427713
CHENRES06DEL02,26,4.6,2,3,10,7.761350405
INDORES02DEL03,22,4.6,2,2,10,9.077679566
CHENRES01DEL02,28,4.6,1,2,44,20.17984922
HYDRES03DEL02,20,4.9,0,3,26,3.073687982
VADRES06DEL02,33,4.1,3,2,47,7.573406195
MUMRES04DEL02,26,4.7,1,2,24,19.8756806
RANCHIRES15DEL01,36,4.5,0,2,28,1.509384493
PUNERES16DEL03,26,4.7,1,3,23,4.596745627
MYSRES02DEL01,30,4.9,1,2,27,6.218076509
HYDRES18DEL02,39,4.8,0,2,29,7.6833553
COIMBRES05DEL02,31,4.2,0,3,40,20.25305859
PUNERES13DEL02,38,4,0,2,26,3.064267071
AGRRES07DEL03,34,5,3,3,31,8.929086889
INDORES08DEL01,29,4.6,2,1,16,1.512616522
JAPRES04DEL02,28,4.6,1,2,22,19.36342948
MUMRES05DEL02,21,4.2,3,2,40,7.652510173
MUMRES06DEL01,28,4.9,3,1,23,6.119866712
HYDRES18DEL01,29,4.6,1,2,48,3888.683385
